"year","month","day","order","country","session.ID","page.1..main.category.","page.2..clothing.model.","colour","location","model.photography","price","price.2","page"
2008,"May",29,9,"Poland",11756,"skirts","B24","pink","top in the middle","en face",57,"yes",2
2008,"June",24,1,"Poland",16049,"skirts","B17","grey","bottom right","profile",38,"no",1
2008,"June",6,2,"Poland",13186,"skirts","B13","red","bottom in the middle","profile",62,"yes",1
2008,"June",21,2,"Poland",15536,"sale","P20","green","top left","en face",23,"no",2
2008,"April",24,4,"Poland",5675,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"June",7,1,"Poland",13335,"blouses","C33","white","bottom in the middle","en face",48,"yes",2
2008,"June",21,2,"Poland",15561,"sale","P48","of many colors","bottom left","profile",33,"no",3
2008,"June",3,3,"Poland",12553,"blouses","C8","black","top right","profile",48,"yes",1
2008,"July",9,4,"Poland",18317,"sale","P23","grey","top in the middle","profile",28,"no",2
2008,"May",19,10,"Poland",9913,"blouses","C4","brown","top in the middle","en face",48,"yes",1
2008,"July",13,11,"Poland",19028,"sale","P14","black","bottom in the middle","profile",38,"yes",1
2008,"May",8,1,"Poland",8087,"skirts","B1","brown","top left","en face",57,"yes",1
2008,"April",1,13,"Poland",332,"trousers","A4","blue","top in the middle","profile",38,"no",1
2008,"August",4,12,"Poland",22659,"sale","P18","black","bottom right","en face",28,"no",1
2008,"July",11,13,"Poland",18689,"sale","P7","brown","top right","profile",28,"no",1
2008,"May",9,2,"Czech_Republic",8263,"trousers","A9","blue","top right","en face",82,"yes",1
2008,"April",20,9,"Poland",4828,"sale","P63","white","top right","profile",28,"no",4
2008,"July",21,2,"Poland",20340,"trousers","A2","blue","top left","en face",43,"no",1
2008,"July",5,6,"Poland",17688,"sale","P60","white","top in the middle","en face",28,"no",4
2008,"June",28,4,"Poland",16630,"skirts","B29","black","bottom left","en face",62,"yes",2
2008,"June",13,1,"Poland",14331,"skirts","B10","black","bottom left","en face",67,"yes",1
2008,"June",7,1,"Poland",13288,"skirts","B30","of many colors","bottom left","en face",57,"yes",2
2008,"May",30,7,"Poland",12014,"blouses","C14","of many colors","bottom in the middle","en face",23,"no",1
2008,"May",8,1,"Lithuania",8239,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"August",9,2,"United_Kingdom",23510,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"April",1,6,"Poland",184,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"May",1,64,"Poland",7080,"skirts","B24","pink","top in the middle","en face",57,"yes",2
2008,"April",22,7,"net(*.net)",5361,"sale","P11","brown","bottom left","profile",38,"yes",1
2008,"June",12,10,"Poland",14141,"skirts","B27","black","top right","en face",57,"yes",2
2008,"July",30,2,"Poland",21848,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"April",18,3,"Czech_Republic",4606,"trousers","A3","blue","top left","en face",72,"yes",1
2008,"April",22,2,"Poland",5435,"trousers","A16","beige","bottom right","en face",33,"no",1
2008,"April",23,7,"Poland",5606,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"May",23,7,"Poland",10772,"blouses","C50","of many colors","bottom in the middle","profile",20,"no",3
2008,"April",19,12,"Poland",4645,"trousers","A25","beige","top right","en face",38,"no",2
2008,"August",10,9,"Poland",23576,"trousers","A38","grey","top left","en face",62,"yes",3
2008,"August",5,11,"Poland",22865,"sale","P8","black","top right","en face",28,"no",1
2008,"August",2,2,"Poland",22326,"trousers","A3","blue","top left","en face",72,"yes",1
2008,"May",2,5,"Poland",7220,"skirts","B3","red","top left","en face",52,"yes",1
2008,"April",25,5,"Poland",5939,"skirts","B34","black","bottom right","en face",48,"no",2
2008,"May",30,1,"Poland",11970,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"April",5,3,"Poland",1635,"skirts","B9","beige","top right","en face",48,"no",1
2008,"May",5,2,"Poland",7517,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"April",5,2,"Poland",1668,"skirts","B13","red","bottom in the middle","profile",62,"yes",1
2008,"April",16,52,"Poland",4131,"sale","P63","white","top right","profile",28,"no",4
2008,"April",14,39,"Lithuania",3515,"sale","P57","brown","top left","en face",43,"yes",4
2008,"July",22,13,"com(*.com)",20629,"sale","P65","of many colors","bottom left","profile",43,"yes",4
2008,"July",16,1,"Poland",19608,"blouses","C56","grey","top left","profile",57,"yes",4
2008,"May",11,1,"Poland",8624,"skirts","B1","brown","top left","en face",57,"yes",1
2008,"July",26,5,"Czech_Republic",21293,"trousers","A7","blue","top right","en face",43,"no",1
2008,"April",2,1,"Poland",616,"trousers","A17","black","bottom right","en face",62,"yes",1
2008,"April",28,6,"Poland",6342,"sale","P20","green","top left","en face",23,"no",2
2008,"July",8,23,"net(*.net)",18259,"blouses","C11","green","bottom left","en face",33,"no",1
2008,"August",11,7,"Poland",23764,"trousers","A10","blue","bottom left","en face",38,"no",1
2008,"July",18,22,"Poland",19956,"trousers","A43","black","top right","en face",62,"yes",3
2008,"April",11,1,"Poland",2980,"trousers","A4","blue","top in the middle","profile",38,"no",1
2008,"June",20,7,"Poland",15342,"blouses","C6","grey","top in the middle","en face",33,"no",1
2008,"July",26,3,"Poland",21304,"blouses","C46","black","bottom left","en face",48,"yes",3
2008,"June",26,1,"Poland",16356,"sale","P8","black","top right","en face",28,"no",1
2008,"August",1,6,"Poland",22175,"blouses","C7","violet","top right","en face",48,"yes",1
2008,"May",24,6,"Poland",10859,"sale","P29","burgundy","bottom left","profile",33,"no",2
2008,"May",19,10,"Czech_Republic",9887,"blouses","C24","red","top in the middle","en face",33,"no",2
2008,"April",7,13,"Poland",1942,"trousers","A9","blue","top right","en face",82,"yes",1
2008,"July",10,1,"Poland",18491,"trousers","A6","blue","top in the middle","en face",43,"no",1
2008,"June",29,6,"Poland",16767,"sale","P1","blue","top left","en face",38,"yes",1
2008,"July",2,3,"Poland",17258,"skirts","B24","pink","top in the middle","en face",57,"yes",2
2008,"April",17,2,"Poland",4386,"skirts","B29","black","bottom left","en face",62,"yes",2
2008,"July",6,3,"Poland",17857,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"April",23,10,"Poland",5555,"sale","P55","white","top left","profile",33,"no",4
2008,"April",14,2,"Poland",3708,"blouses","C5","pink","top in the middle","en face",48,"yes",1
2008,"June",14,7,"Poland",14374,"sale","P49","white","bottom in the middle","en face",33,"no",3
2008,"June",18,46,"Lithuania",15005,"skirts","B5","white","top in the middle","profile",52,"yes",1
2008,"August",8,11,"Poland",23374,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"May",3,4,"Poland",7291,"trousers","A31","grey","bottom in the middle","profile",62,"yes",2
2008,"June",23,2,"com(*.com)",15818,"trousers","A12","black","bottom left","en face",38,"no",1
2008,"July",25,19,"Poland",21071,"skirts","B27","black","top right","en face",57,"yes",2
2008,"August",10,2,"Poland",23603,"skirts","B8","brown","top right","profile",52,"yes",1
2008,"July",24,20,"Poland",20898,"trousers","A37","black","top left","en face",62,"yes",3
2008,"April",1,9,"Poland",231,"blouses","C41","violet","top in the middle","en face",28,"no",3
2008,"June",15,3,"Czech_Republic",14553,"skirts","B27","black","top right","en face",57,"yes",2
2008,"June",9,1,"Poland",13629,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"July",15,12,"Poland",19315,"sale","P4","brown","top in the middle","en face",38,"yes",1
2008,"April",15,4,"Poland",3946,"trousers","A4","blue","top in the middle","profile",38,"no",1
2008,"May",31,2,"Poland",12123,"sale","P56","black","top left","en face",33,"no",4
2008,"July",28,4,"Poland",21452,"skirts","B26","violet","top right","en face",57,"yes",2
2008,"July",1,5,"Slovakia",17094,"trousers","A42","grey","top in the middle","en face",28,"no",3
2008,"April",4,4,"Poland",1287,"trousers","A9","blue","top right","en face",82,"yes",1
2008,"August",5,13,"Poland",22870,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"June",24,9,"Poland",15964,"blouses","C27","pink","top right","en face",48,"yes",2
2008,"May",17,3,"Poland",9689,"blouses","C29","grey","bottom left","profile",52,"yes",2
2008,"April",27,6,"Poland",6188,"blouses","C14","of many colors","bottom in the middle","en face",23,"no",1
2008,"June",2,1,"Germany",12299,"trousers","A3","blue","top left","en face",72,"yes",1
2008,"May",28,8,"Lithuania",11545,"blouses","C13","of many colors","bottom in the middle","en face",48,"yes",1
2008,"July",11,4,"Poland",18735,"sale","P39","white","top left","en face",43,"yes",3
2008,"May",30,1,"Poland",11993,"trousers","A2","blue","top left","en face",43,"no",1
2008,"April",15,4,"Czech_Republic",3834,"blouses","C8","black","top right","profile",48,"yes",1
2008,"May",16,14,"Poland",9494,"skirts","B16","red","bottom right","en face",52,"yes",1
2008,"June",16,6,"Poland",14668,"trousers","A18","brown","bottom right","en face",38,"no",1
2008,"April",17,5,"Poland",4281,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"June",5,7,"Poland",13042,"sale","P4","brown","top in the middle","en face",38,"yes",1
2008,"April",20,1,"Poland",4937,"skirts","B10","black","bottom left","en face",67,"yes",1
2008,"July",9,21,"Poland",18470,"skirts","B34","black","bottom right","en face",48,"no",2
2008,"July",2,1,"Poland",17202,"skirts","B16","red","bottom right","en face",52,"yes",1
2008,"April",18,7,"Poland",4535,"sale","P33","of many colors","bottom in the middle","en face",43,"yes",2
2008,"April",1,3,"Poland",463,"sale","P41","of many colors","top in the middle","profile",43,"yes",3
2008,"July",18,12,"Poland",19875,"blouses","C7","violet","top right","en face",48,"yes",1
2008,"July",9,5,"Poland",18475,"sale","P52","pink","bottom right","profile",23,"no",3
2008,"August",2,2,"Poland",22323,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"July",21,2,"Poland",20423,"trousers","A2","blue","top left","en face",43,"no",1
2008,"May",27,7,"Poland",11510,"blouses","C14","of many colors","bottom in the middle","en face",23,"no",1
2008,"April",5,11,"Poland",1631,"trousers","A13","beige","bottom in the middle","en face",28,"no",1
2008,"July",3,12,"Poland",17453,"sale","P23","grey","top in the middle","profile",28,"no",2
2008,"July",8,5,"Poland",18235,"skirts","B14","black","bottom in the middle","en face",62,"yes",1
2008,"April",6,1,"Poland",1866,"blouses","C6","grey","top in the middle","en face",33,"no",1
2008,"June",30,10,"Poland",16954,"trousers","A32","black","bottom in the middle","en face",38,"no",2
2008,"July",11,21,"Poland",18781,"sale","P19","black","top left","en face",48,"yes",2
2008,"June",20,2,"Poland",15389,"sale","P7","brown","top right","profile",28,"no",1
2008,"July",16,12,"Poland",19623,"trousers","A12","black","bottom left","en face",38,"no",1
2008,"April",14,2,"Poland",3498,"blouses","C54","white","bottom right","en face",57,"yes",3
2008,"June",26,29,"Poland",16385,"sale","P48","of many colors","bottom left","profile",33,"no",3
2008,"June",27,15,"Poland",16429,"trousers","A4","blue","top in the middle","profile",38,"no",1
2008,"May",28,32,"Poland",11622,"trousers","A21","beige","top left","en face",62,"yes",2
2008,"April",10,4,"Czech_Republic",2878,"trousers","A29","black","bottom left","en face",60,"yes",2
2008,"June",16,19,"Poland",14700,"sale","P2","blue","top left","en face",28,"no",1
2008,"June",2,1,"Czech_Republic",12472,"skirts","B2","blue","top left","profile",57,"yes",1
2008,"May",7,4,"Poland",8053,"sale","P20","green","top left","en face",23,"no",2
2008,"July",11,13,"Poland",18764,"sale","P70","grey","bottom right","profile",38,"yes",4
2008,"May",9,27,"Poland",8359,"sale","P17","black","bottom right","profile",38,"yes",1
2008,"June",11,21,"Czech_Republic",13953,"blouses","C16","violet","bottom right","en face",28,"no",1
2008,"July",14,6,"Lithuania",19122,"trousers","A18","brown","bottom right","en face",38,"no",1
2008,"June",13,2,"Poland",14277,"trousers","A13","beige","bottom in the middle","en face",28,"no",1
2008,"May",16,32,"Czech_Republic",9614,"blouses","C57","burgundy","top left","profile",33,"no",4
2008,"April",30,3,"Poland",6903,"trousers","A2","blue","top left","en face",43,"no",1
2008,"April",14,6,"Poland",3601,"skirts","B15","of many colors","bottom in the middle","en face",38,"no",1
2008,"May",28,9,"Poland",11654,"sale","P19","black","top left","en face",48,"yes",2
2008,"July",6,1,"Poland",17851,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"June",3,28,"Poland",12515,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"July",9,7,"Germany",18454,"sale","P77","green","top in the middle","en face",43,"yes",5
2008,"April",16,9,"Poland",4032,"skirts","B29","black","bottom left","en face",62,"yes",2
2008,"August",4,12,"Poland",22558,"skirts","B9","beige","top right","en face",48,"no",1
2008,"April",12,17,"Poland",3225,"sale","P38","of many colors","top left","en face",33,"no",3
2008,"July",31,5,"Poland",22070,"trousers","A2","blue","top left","en face",43,"no",1
2008,"June",2,3,"Poland",12423,"skirts","B32","grey","bottom in the middle","en face",38,"no",2
2008,"May",1,1,"Poland",6980,"sale","P56","black","top left","en face",33,"no",4
2008,"May",25,28,"Poland",11136,"sale","P21","brown","top left","en face",33,"no",2
2008,"May",22,2,"Poland",10548,"trousers","A29","black","bottom left","en face",60,"yes",2
2008,"May",30,6,"com(*.com)",12040,"blouses","C17","white","bottom right","en face",48,"yes",1
2008,"July",17,3,"Poland",19727,"skirts","B13","red","bottom in the middle","profile",62,"yes",1
2008,"June",29,4,"Poland",16815,"blouses","C33","white","bottom in the middle","en face",48,"yes",2
2008,"April",28,6,"Poland",6287,"skirts","B33","grey","bottom in the middle","profile",33,"no",2
2008,"July",6,9,"net(*.net)",17902,"blouses","C1","brown","top left","profile",28,"no",1
2008,"April",12,4,"Lithuania",3177,"blouses","C47","violet","bottom left","profile",18,"no",3
2008,"July",5,6,"Poland",17706,"blouses","C5","pink","top in the middle","en face",48,"yes",1
2008,"July",26,21,"Poland",21233,"trousers","A10","blue","bottom left","en face",38,"no",1
2008,"June",5,4,"Poland",12977,"trousers","A12","black","bottom left","en face",38,"no",1
2008,"July",17,6,"Poland",19848,"sale","P76","black","top in the middle","profile",43,"yes",5
2008,"July",20,2,"Poland",20152,"skirts","B21","red","top left","en face",67,"yes",2
2008,"June",14,4,"Poland",14371,"trousers","A9","blue","top right","en face",82,"yes",1
2008,"July",12,10,"Poland",18929,"blouses","C37","black","top left","en face",43,"yes",3
2008,"June",3,4,"Poland",12650,"trousers","A23","grey","top in the middle","profile",33,"no",2
2008,"May",13,17,"Poland",8917,"sale","P73","pink","top left","profile",33,"no",5
2008,"May",19,8,"Poland",9982,"skirts","B17","grey","bottom right","profile",38,"no",1
2008,"April",24,1,"Poland",5664,"sale","P1","blue","top left","en face",38,"yes",1
2008,"June",11,6,"Poland",13950,"skirts","B10","black","bottom left","en face",67,"yes",1
2008,"June",24,17,"Poland",16069,"sale","P58","of many colors","top in the middle","profile",38,"yes",4
2008,"June",20,7,"Poland",15459,"skirts","B24","pink","top in the middle","en face",57,"yes",2
2008,"August",7,10,"Poland",23131,"blouses","C9","grey","top right","en face",48,"yes",1
2008,"August",6,8,"Denmark",22924,"blouses","C33","white","bottom in the middle","en face",48,"yes",2
2008,"May",14,10,"Poland",9264,"blouses","C26","white","top right","en face",28,"no",2
2008,"May",29,6,"Poland",11763,"skirts","B12","black","bottom left","en face",38,"no",1
2008,"April",10,51,"Poland",2766,"blouses","C22","pink","top in the middle","profile",43,"yes",2
2008,"April",1,2,"Poland",305,"trousers","A16","beige","bottom right","en face",33,"no",1
2008,"April",7,23,"Poland",2007,"sale","P3","black","top left","en face",48,"yes",1
2008,"July",4,2,"Poland",17601,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"July",21,12,"Poland",20409,"skirts","B14","black","bottom in the middle","en face",62,"yes",1
2008,"May",16,8,"Poland",9563,"sale","P33","of many colors","bottom in the middle","en face",43,"yes",2
2008,"August",4,1,"Norway",22519,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"April",14,6,"Czech_Republic",3676,"blouses","C41","violet","top in the middle","en face",28,"no",3
2008,"June",4,5,"Poland",12791,"skirts","B10","black","bottom left","en face",67,"yes",1
2008,"April",12,1,"Poland",3302,"sale","P26","brown","top right","en face",43,"yes",2
2008,"April",4,2,"Czech_Republic",1290,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"August",1,12,"Poland",22152,"skirts","B31","of many colors","bottom in the middle","en face",57,"yes",2
2008,"June",4,8,"Poland",12866,"trousers","A14","blue","bottom in the middle","en face",60,"yes",1
2008,"May",2,3,"Poland",7108,"sale","P10","brown","bottom left","profile",65,"yes",1
2008,"April",30,4,"Poland",6882,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"July",27,4,"Poland",21356,"sale","P6","black","top in the middle","en face",43,"yes",1
2008,"May",5,13,"Poland",7565,"skirts","B5","white","top in the middle","profile",52,"yes",1
2008,"June",14,7,"Poland",14382,"skirts","B12","black","bottom left","en face",38,"no",1
2008,"May",9,11,"Poland",8368,"sale","P63","white","top right","profile",28,"no",4
2008,"April",21,13,"Poland",5174,"skirts","B23","green","top in the middle","en face",38,"no",2
2008,"July",20,7,"Poland",20128,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"April",29,6,"Poland",6651,"trousers","A21","beige","top left","en face",62,"yes",2
2008,"April",2,3,"Switzerland",647,"sale","P17","black","bottom right","profile",38,"yes",1
2008,"August",6,23,"Czech_Republic",23042,"blouses","C33","white","bottom in the middle","en face",48,"yes",2
2008,"April",11,1,"Poland",3105,"sale","P16","green","bottom right","en face",33,"no",1
2008,"July",5,8,"Poland",17679,"blouses","C46","black","bottom left","en face",48,"yes",3
2008,"August",10,21,"Czech_Republic",23532,"trousers","A8","blue","top right","en face",62,"yes",1
2008,"August",11,7,"Poland",23707,"trousers","A17","black","bottom right","en face",62,"yes",1
2008,"April",10,11,"Poland",2748,"sale","P1","blue","top left","en face",38,"yes",1
2008,"July",25,6,"Poland",21177,"trousers","A13","beige","bottom in the middle","en face",28,"no",1
2008,"July",25,18,"Poland",21058,"blouses","C1","brown","top left","profile",28,"no",1
2008,"April",7,21,"Poland",1995,"sale","P1","blue","top left","en face",38,"yes",1
2008,"June",14,5,"Poland",14389,"trousers","A24","black","top in the middle","en face",48,"yes",2
2008,"August",4,2,"Poland",22634,"sale","P51","of many colors","bottom in the middle","en face",28,"no",3
2008,"July",31,1,"Poland",21993,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"May",7,2,"Poland",7891,"blouses","C10","of many colors","bottom left","profile",28,"no",1
2008,"April",14,8,"Czech_Republic",3716,"trousers","A14","blue","bottom in the middle","en face",60,"yes",1
2008,"July",24,9,"Poland",20890,"sale","P15","brown","bottom in the middle","profile",38,"yes",1
2008,"July",16,10,"Poland",19488,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"April",2,2,"Poland",764,"blouses","C51","grey","bottom in the middle","en face",20,"no",3
2008,"June",7,11,"Poland",13297,"sale","P20","green","top left","en face",23,"no",2
2008,"May",26,5,"Poland",11213,"skirts","B10","black","bottom left","en face",67,"yes",1
2008,"April",4,5,"Poland",1457,"trousers","A2","blue","top left","en face",43,"no",1
2008,"April",25,1,"Lithuania",5847,"blouses","C11","green","bottom left","en face",33,"no",1
2008,"May",29,42,"Poland",11766,"sale","P49","white","bottom in the middle","en face",33,"no",3
2008,"May",6,3,"Poland",7836,"sale","P41","of many colors","top in the middle","profile",43,"yes",3
2008,"May",27,12,"Poland",11495,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"June",1,5,"Poland",12189,"skirts","B13","red","bottom in the middle","profile",62,"yes",1
2008,"April",26,14,"Czech_Republic",6117,"blouses","C38","violet","top left","en face",38,"no",3
2008,"April",7,27,"Poland",1946,"sale","P57","brown","top left","en face",43,"yes",4
2008,"July",22,4,"Poland",20530,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"July",24,1,"Poland",20983,"sale","P6","black","top in the middle","en face",43,"yes",1
2008,"July",4,7,"Poland",17622,"sale","P78","white","top in the middle","profile",48,"yes",5
2008,"April",28,15,"Poland",6372,"sale","P65","of many colors","bottom left","profile",43,"yes",4
2008,"April",1,8,"Poland",239,"sale","P63","white","top right","profile",28,"no",4
2008,"April",17,1,"France",4181,"skirts","B29","black","bottom left","en face",62,"yes",2
2008,"April",2,2,"Czech_Republic",923,"blouses","C18","of many colors","bottom right","en face",48,"yes",1
2008,"July",18,4,"Poland",19864,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"April",1,34,"Czech_Republic",49,"trousers","A13","beige","bottom in the middle","en face",28,"no",1
2008,"April",21,11,"Poland",5108,"blouses","C14","of many colors","bottom in the middle","en face",23,"no",1
2008,"July",23,3,"Poland",20765,"sale","P12","brown","bottom left","en face",33,"no",1
2008,"April",17,8,"Poland",4310,"sale","P29","burgundy","bottom left","profile",33,"no",2
2008,"May",20,7,"Poland",10283,"sale","P1","blue","top left","en face",38,"yes",1
2008,"April",22,8,"Poland",5366,"trousers","A10","blue","bottom left","en face",38,"no",1
2008,"August",8,10,"Poland",23359,"blouses","C40","white","top in the middle","profile",28,"no",3
2008,"May",4,2,"Poland",7369,"sale","P1","blue","top left","en face",38,"yes",1
2008,"July",21,12,"Poland",20413,"skirts","B16","red","bottom right","en face",52,"yes",1
2008,"May",8,104,"Poland",8201,"sale","P40","brown","top in the middle","en face",43,"yes",3
2008,"June",12,25,"Poland",14191,"skirts","B34","black","bottom right","en face",48,"no",2
2008,"May",15,21,"Poland",9314,"trousers","A9","blue","top right","en face",82,"yes",1
2008,"July",14,11,"Czech_Republic",19139,"trousers","A8","blue","top right","en face",62,"yes",1
2008,"April",4,15,"Poland",1497,"sale","P21","brown","top left","en face",33,"no",2
2008,"June",26,8,"Poland",16367,"sale","P1","blue","top left","en face",38,"yes",1
2008,"April",6,2,"Poland",1771,"trousers","A26","black","top right","en face",38,"no",2
2008,"April",29,1,"net(*.net)",6700,"skirts","B5","white","top in the middle","profile",52,"yes",1
2008,"July",14,7,"Poland",19183,"blouses","C35","of many colors","bottom right","en face",50,"yes",2
2008,"May",8,3,"Poland",8121,"blouses","C9","grey","top right","en face",48,"yes",1
2008,"June",29,1,"net(*.net)",16832,"trousers","A4","blue","top in the middle","profile",38,"no",1
2008,"May",13,2,"Poland",8989,"blouses","C7","violet","top right","en face",48,"yes",1
2008,"July",15,4,"Czech_Republic",19354,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"June",29,1,"Poland",16698,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"May",20,12,"Poland",10139,"sale","P12","brown","bottom left","en face",33,"no",1
2008,"June",28,4,"net(*.net)",16655,"skirts","B30","of many colors","bottom left","en face",57,"yes",2
2008,"June",12,4,"Poland",14138,"blouses","C35","of many colors","bottom right","en face",50,"yes",2
2008,"April",3,11,"Poland",1056,"sale","P65","of many colors","bottom left","profile",43,"yes",4
2008,"July",23,62,"Poland",20814,"trousers","A38","grey","top left","en face",62,"yes",3
2008,"June",3,1,"Poland",12662,"sale","P9","brown","top right","profile",23,"no",1
2008,"April",29,4,"Poland",6568,"blouses","C8","black","top right","profile",48,"yes",1
2008,"April",30,8,"Czech_Republic",6774,"skirts","B15","of many colors","bottom in the middle","en face",38,"no",1
2008,"May",20,7,"Czech_Republic",10218,"skirts","B12","black","bottom left","en face",38,"no",1
2008,"June",14,8,"Poland",14382,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"June",7,9,"Poland",13277,"trousers","A16","beige","bottom right","en face",33,"no",1
2008,"June",12,3,"Poland",14145,"trousers","A9","blue","top right","en face",82,"yes",1
2008,"August",2,8,"Poland",22286,"sale","P77","green","top in the middle","en face",43,"yes",5
2008,"May",5,1,"com(*.com)",7625,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"May",5,1,"Czech_Republic",7458,"skirts","B1","brown","top left","en face",57,"yes",1
2008,"July",21,3,"Poland",20279,"trousers","A3","blue","top left","en face",72,"yes",1
2008,"April",20,2,"Poland",4922,"blouses","C56","grey","top left","profile",57,"yes",4
2008,"July",1,10,"Poland",17035,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"April",22,11,"Poland",5252,"blouses","C55","violet","top left","en face",48,"yes",4
2008,"April",29,9,"Poland",6677,"sale","P18","black","bottom right","en face",28,"no",1
2008,"April",5,29,"Poland",1602,"blouses","C7","violet","top right","en face",48,"yes",1
2008,"August",11,4,"Poland",23739,"trousers","A8","blue","top right","en face",62,"yes",1
2008,"June",2,3,"Poland",12426,"trousers","A8","blue","top right","en face",62,"yes",1
2008,"April",9,9,"Poland",2457,"sale","P6","black","top in the middle","en face",43,"yes",1
2008,"April",12,3,"Poland",3301,"blouses","C17","white","bottom right","en face",48,"yes",1
2008,"April",20,18,"Poland",4899,"sale","P9","brown","top right","profile",23,"no",1
2008,"April",1,31,"Czech_Republic",462,"trousers","A10","blue","bottom left","en face",38,"no",1
2008,"June",18,2,"Poland",15078,"trousers","A4","blue","top in the middle","profile",38,"no",1
2008,"May",15,12,"Poland",9412,"sale","P2","blue","top left","en face",28,"no",1
2008,"April",1,7,"Poland",296,"trousers","A41","brown","top in the middle","en face",43,"no",3
2008,"June",6,2,"Poland",13143,"sale","P81","brown","top right","profile",43,"yes",5
2008,"May",25,2,"Poland",11069,"blouses","C41","violet","top in the middle","en face",28,"no",3
2008,"July",24,33,"Poland",20866,"blouses","C1","brown","top left","profile",28,"no",1
2008,"April",1,4,"Poland",326,"sale","P30","brown","bottom left","en face",33,"no",2
2008,"April",24,5,"Poland",5768,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"April",1,13,"Poland",267,"sale","P4","brown","top in the middle","en face",38,"yes",1
2008,"August",6,27,"Poland",23029,"trousers","A39","brown","top left","en face",38,"no",3
2008,"July",23,2,"Poland",20730,"blouses","C2","red","top left","en face",43,"yes",1
2008,"July",15,71,"Poland",19464,"blouses","C7","violet","top right","en face",48,"yes",1
2008,"June",11,2,"Poland",13889,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"July",16,2,"Poland",19622,"blouses","C58","white","top in the middle","profile",48,"yes",4
2008,"May",19,6,"Czech_Republic",10020,"blouses","C8","black","top right","profile",48,"yes",1
2008,"April",8,4,"Poland",2385,"sale","P20","green","top left","en face",23,"no",2
2008,"July",31,5,"Poland",22007,"sale","P51","of many colors","bottom in the middle","en face",28,"no",3
2008,"July",9,8,"Poland",18343,"blouses","C36","white","bottom right","en face",43,"yes",2
2008,"June",4,10,"Czech_Republic",12710,"skirts","B2","blue","top left","profile",57,"yes",1
2008,"July",1,3,"Lithuania",17179,"blouses","C58","white","top in the middle","profile",48,"yes",4
2008,"July",10,16,"Poland",18564,"skirts","B2","blue","top left","profile",57,"yes",1
2008,"April",11,1,"Poland",2910,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"June",23,10,"Poland",15804,"blouses","C23","blue","top in the middle","en face",43,"yes",2
2008,"June",26,11,"Germany",16387,"blouses","C41","violet","top in the middle","en face",28,"no",3
2008,"April",9,13,"Lithuania",2627,"skirts","B31","of many colors","bottom in the middle","en face",57,"yes",2
2008,"July",2,2,"Poland",17288,"trousers","A32","black","bottom in the middle","en face",38,"no",2
2008,"August",5,24,"Poland",22690,"sale","P27","grey","top right","profile",33,"no",2
2008,"July",12,1,"Poland",18891,"sale","P23","grey","top in the middle","profile",28,"no",2
2008,"July",10,4,"Poland",18656,"trousers","A31","grey","bottom in the middle","profile",62,"yes",2
2008,"June",7,10,"Poland",13246,"blouses","C53","white","bottom right","en face",38,"no",3
2008,"July",9,1,"Czech_Republic",18299,"trousers","A3","blue","top left","en face",72,"yes",1
2008,"June",10,15,"Poland",13687,"sale","P78","white","top in the middle","profile",48,"yes",5
2008,"July",28,23,"Poland",21486,"sale","P43","green","top right","profile",38,"yes",3
2008,"April",1,6,"com(*.com)",314,"blouses","C18","of many colors","bottom right","en face",48,"yes",1
2008,"April",14,11,"Poland",3578,"trousers","A17","black","bottom right","en face",62,"yes",1
